Artist,Song,Year,album_id,Album,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Genres
Teddy Geiger,For You I Will (Confidence),2006,2JLyTHBWvJ4Wfs7qQpQUBy,Pop Female Hits 29 - Party Tyme (Backing Versions),2023-10-20,0.449,0.627,4,-9.63,1,0.0319,0.0315,8.53e-05,0.13,0.093,89.205,228152,3,"['neo mellow', 'rochester ny indie', 'transpop']"
Beyonce,Irreplaceable,2007,0Zd10MKN5j9KwUST0TdBBB,B'Day Deluxe Edition,2007-05-29,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,227853,4,"['pop', 'r&b']"
Rihanna Featuring Jay-Z,Umbrella,2007,4OXnPSBtZo8PBFiTOfuumP,Good Girl Gone Bad,2007-01-01,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275987,4,[]
Gwen Stefani Featuring Akon,The Sweet Escape,2007,0ePDiJn7vXSAmWFGt80h5G,Drew's Famous # 1 Karaoke Hits: Sing Like Gwen Stefani,2011-03-01,0.858,0.569,8,-5.051,1,0.03,0.0765,1.22e-06,0.109,0.721,119.968,254827,4,"['dance pop', 'pop']"
Fergie,Big Girls Don't Cry,2007,3t8HFQNlwLBW7htwLvFfzA,The Dutchess,2006-09-13,0.707,0.642,7,-4.271,1,0.0337,0.204,0.0,0.0925,0.249,113.083,268120,4,"['dance pop', 'pop']"
T-Pain Featuring Yung Joc,Buy U A Drank (Shawty Snappin'),2007,6CrSEKCF4TYrbSIitegb3h,Epiphany (Expanded Edition),2007-06-05,0.693,0.549,1,-8.141,1,0.119,0.0109,0.0,0.0677,0.605,80.028,227960,4,"['atl hip hop', 'crunk', 'dirty south rap', 'southern hip hop', 'trap']"
Carrie Underwood,Before He Cheats,2007,0kys2jaKAiDPfNBd4z7LAg,Some Hearts,2005-11-14,0.519,0.749,6,-3.318,0,0.0405,0.271,0.0,0.119,0.29,147.905,199947,4,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']"
Plain White T's,Hey There Delilah,2007,4vUClKTFaDWnsHE8rK52GY,All That We Needed,2005-01-01,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,232533,4,"['modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock']"
Akon Featuring Snoop Dogg,I Wanna Love You,2007,6kzoWb4UzvKYgbDfAwgaFq,Konvicted,2006-01-01,0.866,0.454,0,-9.383,1,0.0414,0.0373,1.49e-06,0.275,0.368,99.985,247067,4,['dance pop']
Nelly Furtado,Say It Right,2007,2yboV2QBcVGEhcRlYuPpDT,Loose,2006-01-01,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,223080,4,"['canadian latin', 'canadian pop', 'dance pop', 'pop']"
Fergie Featuring Ludacris,Glamorous,2007,3t8HFQNlwLBW7htwLvFfzA,The Dutchess,2006-09-13,0.81,0.755,0,-6.408,1,0.199,0.291,0.0,0.0857,0.625,130.991,246573,4,"['dance pop', 'pop']"
Akon,Don't Matter,2007,6kzoWb4UzvKYgbDfAwgaFq,Konvicted,2006-01-01,0.798,0.443,2,-6.062,1,0.0403,0.244,0.0,0.326,0.354,125.232,293053,4,['dance pop']
Avril Lavigne,Girlfriend,2007,6lqE05fiHWJVYYdMVJNj38,The Best Damn Thing (Expanded Edition),2007-04-17,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,216600,4,"['canadian pop', 'candy pop', 'dance pop', 'pop']"
Maroon 5,Makes Me Wonder,2007,29hJ8AFYZU98OzenrMr6iU,It Won't Be Soon Before Long.,2007-01-01,0.803,0.851,7,-2.429,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996,211080,4,['pop']
Shop Boyz,Party Like A Rockstar,2007,1vLWwnXLHlyPHnxYSkhIUf,Party Like A Rockstar (Choppa Dunks Remix),2016-10-28,0.656,0.92,6,-4.133,0,0.0441,0.00495,0.00633,0.347,0.784,150.068,214640,4,[]
Akon Featuring Eminem,Smack That,2007,3h9okEGE4i7nrPyjeVVqQ9,Drew's Famous # 1 Karaoke Hits: Sing the Hits of 2006,2011-08-16,0.901,0.467,5,-12.892,0,0.078,0.0376,0.0236,0.347,0.952,119.008,230436,4,['dance pop']
Mims,This Is Why I'm Hot,2007,42c0PgLPx6qRCZCzB8d7Pk,Music Is My Savior,2007-01-01,0.621,0.6,8,-6.349,1,0.576,0.277,0.0,0.495,0.485,80.021,253707,4,['pop rap']
Daughtry,It's Not Over,2007,6ii8Ja21xLGkFH8CQ6bKjj,Daughtry (Deluxe Edition),2006,0.428,0.919,10,-3.245,0,0.0618,0.0503,0.0,0.245,0.294,145.927,214831,4,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']"
Timbaland Featuring Keri Hilson,The Way I Are,2007,5hiFAVaQoyXf3mJQ0rnp6N,The Way I Are (Timbaland Vs. Nephew),2007-01-01,0.615,0.945,6,-3.752,1,0.0431,0.00671,0.0,0.764,0.904,119.962,230120,4,"['dance pop', 'pop', 'pop rap']"
Fergie,Fergalicious,2007,3t8HFQNlwLBW7htwLvFfzA,The Dutchess,2006-09-13,0.906,0.583,8,-7.721,0,0.317,0.0569,0.0,0.126,0.829,129.056,292373,4,"['dance pop', 'pop']"
Soulja Boy Tell'em,Crank That (Soulja Boy),2007,5wFQi4xOTXILQSKQr0Ft8s,souljaboytellem.com,2007-01-01,0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141,221933,4,"['atl hip hop', 'chicago bop', 'dance pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Timbaland Featuring Nelly Furtado & Justin Timberlake,Give It To Me,2007,5FK6borHO8QcztXhXCPn5H,Shock Value II,2009-01-01,0.734,0.927,8,-4.244,0,0.042,0.076,0.00134,0.0465,0.901,118.039,231960,4,"['dance pop', 'pop', 'pop rap']"
Justin Timberlake,What Goes Around...Comes Around,2007,2scB1uhcCI1TSf6b9TCZK3,FutureSex/LoveSounds,2006-09-12,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,448573,4,"['dance pop', 'pop']"
Gym Class Heroes Featuring Patrick Stump,Cupid's Chokehold/Breakfast In America,2007,2mumCpGmuE9iDeOvMx6XrB,The Papercut Chronicles II,2011-11-11,0.716,0.838,10,-4.289,1,0.0513,0.134,0.0,0.148,0.646,130.034,222213,4,[]
The Fray,How To Save A Life,2007,1IM3GwptCGYjRkzCBolyFK,How To Save A Life,2005-09-13,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,262533,4,"['neo mellow', 'piano rock', 'pop', 'pop rock']"
Daughtry,Home,2007,6ii8Ja21xLGkFH8CQ6bKjj,Daughtry (Deluxe Edition),2006,0.443,0.853,6,-3.885,1,0.0361,0.00217,1.77e-06,0.198,0.338,143.986,255652,4,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']"
Justin Timberlake Featuring T.I.,My Love,2007,0QhwxYDUougJiVDtyN4Lhm,"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",2013-06-24,0.684,0.616,11,-6.99,0,0.0361,0.0627,6.6e-05,0.107,0.816,94.018,266000,4,"['country rap', 'redneck']"
Kanye West,Stronger,2007,4SZko61aMnmgvNhfhgTuD3,Graduation,2007-09-11,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,311867,4,"['chicago rap', 'hip hop', 'rap']"
Jim Jones,We Fly High,2007,2pDHglKfoDlTqVaRMXLAZU,Hustler's P.O.M.E. (Product Of My Environment),2006-11-07,0.682,0.799,1,-6.58,1,0.293,0.0791,0.0,0.0929,0.479,120.173,236080,5,"['gangster rap', 'harlem hip hop', 'pop rap', 'trap']"
P!nk,U + Ur Hand,2007,5rK6h49Qd6gSxxbQGMrWfq,I'm Not Dead,2006-04-04,0.709,0.891,0,-3.688,1,0.0528,0.00144,0.0,0.034,0.886,141.04,214387,4,"['dance pop', 'pop']"
Unk,Walk It Out,2007,6Q8uQNmP4FbZuYYWokMeTZ,Beat'n Down Yo Block,2006-10-03,0.793,0.777,1,-3.696,0,0.0816,0.0982,0.0,0.202,0.705,160.018,173040,4,"['art pop', 'indie rock', 'indie soul', 'indietronica', 'kiwi rock', 'neo-psychedelic', 'portland hip hop', 'psychedelic pop']"
Sean Kingston,Beautiful Girls,2007,71clfVkkopYLrgweVj2cow,Beautiful Girls,2007-07-23,0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,225373,4,"['dance pop', 'miami hip hop', 'pop']"
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",2007,0hHopYqXhuvYSHtVyrcb1g,Infinity On High,2007-01-01,0.435,0.887,9,-4.07,1,0.0636,0.000747,0.0,0.0327,0.408,199.935,212040,4,"['emo', 'modern rock', 'pop', 'rock']"
T-Pain Featuring Akon,Bartender,2007,6CrSEKCF4TYrbSIitegb3h,Epiphany (Expanded Edition),2007-06-05,0.693,0.549,1,-8.141,1,0.119,0.0109,0.0,0.0677,0.605,80.028,227960,4,[]
Huey,"Pop, Lock & Drop It",2007,2o5LE6Q7svPXHmwM75xWbv,Notebook Paper,2006,0.723,0.644,11,-6.863,0,0.222,0.00308,0.0,0.352,0.645,144.09,261027,4,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']"
Ludacris Featuring Mary J. Blige,Runaway Love,2007,5QJmKwPveBV4IwLlo4OcG4,No More Drama,2001-08-28,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,265867,4,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Nickelback,Rockstar,2007,69ny9Y7VrjVP7JNK0xhYke,All the Right Reasons (Special Edition),2005-09-26,0.616,0.91,0,-3.004,1,0.0386,0.0459,0.0,0.343,0.693,144.072,252040,4,"['alternative metal', 'canadian rock', 'post-grunge']"
Fall Out Boy,Thnks Fr Th Mmrs,2007,0hHopYqXhuvYSHtVyrcb1g,Infinity On High,2007-01-01,0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837,203507,4,"['emo', 'modern rock', 'pop', 'rock']"
Linkin Park,What I've Done,2007,2tlTBLz2w52rpGCLBGyGw6,Minutes to Midnight,2007-05-14,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,205613,4,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']"
Justin Timberlake,Summer Love,2007,2scB1uhcCI1TSf6b9TCZK3,FutureSex/LoveSounds,2006-09-12,0.606,0.591,0,-7.228,0,0.087,0.0756,0.0,0.328,0.477,95.802,252973,4,"['dance pop', 'pop']"
Lloyd Featuring Lil Wayne,You,2007,6Lq7nLkIq7C0zVJp0OGSGO,Street Love,2007-01-01,0.412,0.876,5,-6.008,0,0.47,0.102,0.0,0.297,0.703,130.159,273133,5,"['hip pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
Elliott Yamin,Wait For You,2007,4G390E1M4qCVxgAcbYaFwu,Elliott Yamin,2007-03-23,0.764,0.487,0,-6.734,1,0.0281,0.25,0.0,0.184,0.352,116.027,261320,4,['idol']
Diddy Featuring Keyshia Cole,Last Night,2007,4T9lrw6d9iKdAe5pvWYNoH,Press Play,2006-10-16,0.896,0.844,3,-4.231,0,0.1,0.259,0.00121,0.203,0.962,120.997,386147,4,[]
Fat Joe Featuring Lil Wayne,Make It Rain,2007,7L3ybS1mQpWwAiZm4FuNwn,"Me, Myself & I",2006-11-14,0.811,0.504,2,-5.192,1,0.138,0.000111,0.741,0.101,0.63,149.341,254280,4,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
Fabolous Featuring Ne-Yo,Make Me Better,2007,6t5g3iBwXlDWXhSZbDonrJ,From Nothin' To Somethin' (Bonus Track Version),2007-01-01,0.607,0.599,11,-6.886,1,0.0995,0.33,0.0,0.199,0.562,86.491,253573,4,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'trap', 'urban contemporary']"
Omarion,Ice Box,2007,2dGxINFRaJEwDRXohf5gTE,21,2006-12-26,0.775,0.731,8,-5.446,1,0.134,0.189,0.0,0.129,0.821,131.105,256427,4,"['dance pop', 'hip pop', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
Hinder,Lips Of An Angel,2007,2SmDuZSWtjukp9gkG2mcBQ,Extreme Behavior,2005-01-01,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,261853,4,"['alternative metal', 'nu metal', 'post-grunge']"
John Mayer,Waiting On The World To Change,2007,1Xsprdt1q9rOzTic7b9zYM,Continuum,2006-09-11,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,201173,4,"['neo mellow', 'singer-songwriter']"
Robin Thicke,Lost Without U,2007,55ErdDg54WTAEySb0r7yzb,The Evolution of Robin Thicke,2006-01-01,0.664,0.351,0,-12.136,1,0.118,0.226,2.38e-06,0.106,0.816,113.204,254147,5,"['dance pop', 'neo soul', 'pop rap', 'r&b', 'urban contemporary']"
R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),I'm A Flirt,2007,65G0BpV00GmLi5WUCeWdvT,Wanted,2005,0.714,0.6,6,-8.365,1,0.0876,0.0465,0.0,0.0646,0.504,82.017,205840,4,[]
Nickelback,If Everyone Cared,2007,4sIqWhkkJxWFyqhw2b4bTW,Ultimate Rock Ballads,2024-04-11,0.517,0.847,6,-4.682,0,0.0357,0.000278,0.00505,0.278,0.185,132.053,217973,4,"['alternative metal', 'canadian rock', 'post-grunge']"
Lloyd,Get It Shawty,2007,6Lq7nLkIq7C0zVJp0OGSGO,Street Love,2007-01-01,0.822,0.905,5,-4.032,0,0.241,0.123,0.0,0.0496,0.674,128.014,209533,4,"['hip pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
The Red Jumpsuit Apparatus,Face Down,2007,6TyPSzd5rA2rQ9yLJJ1Gg2,Don't You Fake It,2006-01-01,0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.464,92.956,192000,4,"['alternative metal', 'neon pop punk', 'pop punk', 'post-grunge', 'screamo']"
Baby Boy Da Prince Featuring Lil Boosie,The Way I Live,2007,73ey7ww1e9zDAoeRqyM6sB,Across The Water,2006-01-01,0.88,0.438,0,-7.562,1,0.248,0.0147,0.0,0.0907,0.714,90.02,324907,4,"['baton rouge rap', 'dirty south rap', 'memphis hip hop', 'southern hip hop', 'trap']"
Bow Wow Featuring Chris Brown & Johnta Austin,Shortie Like Mine,2007,65G0BpV00GmLi5WUCeWdvT,Wanted,2005,0.714,0.6,6,-8.365,1,0.0876,0.0465,0.0,0.0646,0.504,82.017,205840,4,"['dance pop', 'dirty south rap', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
The All-American Rejects,It Ends Tonight,2007,3PWEGZ6CYvXRnr0JCECsDe,Move Along,2005-01-01,0.454,0.636,0,-4.731,1,0.0273,0.00228,0.0,0.154,0.313,87.89,244827,4,"['alternative metal', 'modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']"
Hurricane Chris,A Bay Bay,2007,7efn7gwDPXwdXBgfwyVoKQ,A Bay Bay,2007-06-19,0.577,0.668,6,-4.884,1,0.514,0.105,0.0,0.0924,0.702,60.709,257120,3,['dirty south rap']
Ne-Yo,Because Of You,2007,52q9xNv8COtSU9phlbO5sg,Because Of You,2007-01-01,0.81,0.538,0,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97,266840,4,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
Bone Thugs-N-Harmony Featuring Akon,I Tried,2007,5g2FfZVMvBqRmuHjNsaf3l,Creepin on Ah Come Up,1994-06-21,0.683,0.74,11,-6.041,0,0.0462,0.00228,0.0,0.238,0.65,129.515,281773,4,"['gangster rap', 'hip hop', 'ohio hip hop', 'rap']"
My Chemical Romance,Welcome To The Black Parade,2007,0FZK97MXMm5mUQ8mtudjuK,The Black Parade,2006-10-23,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107,4,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']"
Plies Featuring T-Pain,Shawty,2007,3NoUdjYUcUuRMpOzyapnYW,The Real Testament,2007-08-06,0.444,0.708,4,-5.926,0,0.126,0.0419,0.0,0.0775,0.26,105.412,255413,5,['funana']
Snow Patrol,Chasing Cars,2007,3k7bXPw2u0C0SBKPMsgMS3,Eyes Open,2006-01-01,0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011,267960,4,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']"
Beyonce & Shakira,Beautiful Liar,2007,6cBlaud5JVmPjkjxnwIMLx,TEXAS HOLD 'EM,2024-02-11,0.725,0.709,2,-6.514,1,0.072,0.588,0.0,0.135,0.353,110.024,235636,4,"['pop', 'r&b']"
Justin Timberlake,SexyBack,2007,2scB1uhcCI1TSf6b9TCZK3,FutureSex/LoveSounds,2006-09-12,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733,4,"['dance pop', 'pop']"
Avril Lavigne,Keep Holding On,2007,6lqE05fiHWJVYYdMVJNj38,The Best Damn Thing (Expanded Edition),2007-04-17,0.162,0.786,7,-2.353,1,0.038,0.0374,0.0,0.143,0.138,161.192,239907,3,"['canadian pop', 'candy pop', 'dance pop', 'pop']"
Keyshia Cole Featuring Missy Elliott & Lil Kim,Let It Go,2007,7mdy09EO4q6F9VWBtXDDjK,Just Like You,2007-01-01,0.806,0.721,10,-5.167,0,0.215,0.197,0.0,0.209,0.781,94.967,238333,4,[]
Timbaland Featuring OneRepublic,Apologize,2007,0V7TZQmJBgI81M9Z7GWxCI,Shock Value,2007-04-02,0.653,0.604,8,-6.017,1,0.0278,0.0292,0.0,0.097,0.101,118.016,184400,4,"['dance pop', 'pop', 'pop rap']"
Colbie Caillat,Bubbly,2007,0gX4aTUhxNbdFTJBXX7OrH,Coco,2007-01-01,0.697,0.474,9,-6.663,1,0.0351,0.603,0.0,0.11,0.249,127.904,196280,4,"['dance pop', 'neo mellow', 'pop']"
Ciara,Like A Boy,2007,0hfJ35SzCkWesdUpLKXLto,The Evolution,2006,0.701,0.724,0,-5.751,0,0.145,0.267,0.0,0.0867,0.425,132.035,237053,4,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
P!nk,Who Knew,2007,5rK6h49Qd6gSxxbQGMrWfq,I'm Not Dead,2006-04-04,0.688,0.734,9,-4.569,1,0.0274,0.00462,0.0,0.0756,0.46,140.004,208493,4,"['dance pop', 'pop']"
Kelly Clarkson,Never Again,2007,4LgTmVlUlNWsfriBJ0jury,My December,2007,0.514,0.91,7,-2.978,0,0.0714,0.00168,0.00187,0.224,0.472,145.907,217293,4,"['dance pop', 'pop', 'talent show']"
Ciara,Promise,2007,0hfJ35SzCkWesdUpLKXLto,The Evolution,2006,0.697,0.629,9,-5.757,1,0.0425,0.409,3.8e-06,0.0819,0.439,123.279,267413,4,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
J. Holiday,Bed,2007,1Ypwht853ZVmsplg2DnZLI,Back Of My Lac',2007-01-01,0.684,0.606,5,-7.268,0,0.0504,0.17,0.0,0.058,0.723,127.901,275107,4,"['contemporary r&b', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']"
Rich Boy Featuring Polow Da Don,Throw Some D's,2007,2rc1SMjRPvuZnlqQEtI6F9,Rich Boy,2007-01-01,0.697,0.86,11,-5.181,1,0.43,0.0368,0.0,0.0721,0.433,160.895,263920,4,"['alabama rap', 'dirty south rap']"
Amy Winehouse,Rehab,2007,0E4xv5gPjykrwBgBZzI8XG,Back To Black (Deluxe Edition),2006,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,214947,4,"['british soul', 'neo soul']"
T.I.,Big Things Poppin' (Do It),2007,4QCReojarEyY8twLScsDPO,T.I. vs. T.I.P. (Instrumental),2007-06-11,0.597,0.715,7,-6.741,1,0.036,0.00425,0.911,0.191,0.539,169.036,289987,4,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Alicia Keys,No One,2007,7cfKCPxLeKxSxePtCxckv6,No One (Remixes),2007-10-09,0.641,0.552,1,-5.423,0,0.0283,0.027,4.63e-06,0.148,0.152,90.098,254524,4,"['neo soul', 'pop', 'r&b']"
Boys Like Girls,The Great Escape,2007,47ttGApwQx3iAWz8tFFnNj,Boys Like Girls,2006,0.423,0.94,1,-4.012,0,0.0635,0.00166,0.0,0.178,0.505,149.934,206520,4,"['neon pop punk', 'pop punk']"
Unk,2 Step,2007,6Q8uQNmP4FbZuYYWokMeTZ,Beat'n Down Yo Block,2006-10-03,0.763,0.797,11,-2.274,0,0.0895,0.0583,0.0,0.299,0.648,77.003,195787,4,"['art pop', 'indie rock', 'indie soul', 'indietronica', 'kiwi rock', 'neo-psychedelic', 'portland hip hop', 'psychedelic pop']"
Paula DeAnda Featuring The DEY,Walk Away (Remember Me),2007,7zduRJgS6v79QmNUhKGozu,Forever Your Girl,1988-01-01,0.769,0.826,7,-8.252,1,0.0624,0.267,0.0177,0.0638,0.762,95.862,250032,4,['hip pop']
Young Jeezy Featuring R. Kelly,Go Getta,2007,4slt7bfeNHSJUOMVtuIdxP,The Inspiration,2006-01-01,0.392,0.751,3,-6.586,0,0.155,0.105,0.0,0.15,0.438,173.825,229347,4,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'old school atlanta hip hop', 'rap', 'southern hip hop', 'trap']"
Hellogoodbye,Here (In Your Arms),2007,6caG763FP5oUCdxklebHh6,Zombies! Aliens! Vampires! Dinosaurs!,2006-08-08,0.7,0.607,5,-6.804,1,0.0359,0.197,0.00173,0.272,0.774,126.045,240547,4,"['neon pop punk', 'pop punk']"
Pretty Ricky,On The Hotline,2007,0BHy9WW3l3NET1kmkldPtv,Late Night Special,2007,0.704,0.854,10,-5.477,0,0.183,0.0185,0.0,0.148,0.688,92.988,242587,4,"['dirty south rap', 'hip pop', 'miami hip hop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
Gwen Stefani,Wind It Up,2007,7xnZ539lh8x6de9jzlpCJp,The Sweet Escape,2006-01-01,0.961,0.9,8,-6.874,1,0.0678,0.309,0.000199,0.354,0.95,120.006,189587,4,"['dance pop', 'pop']"
Baby Bash Featuring T-Pain,Cyclone,2007,3ks3UxTLwmTGJW2VNtlQdw,Cyclone (feat. T-Pain) [Main],2007-07-31,0.644,0.725,11,-4.618,1,0.0701,0.0112,0.0,0.146,0.584,77.977,222053,4,"['chicano rap', 'latin hip hop', 'pop rap', 'southern hip hop', 'texas latin rap', 'urban contemporary']"
Rihanna & Sean Paul,Break It Off,2007,4UlGauD7ROb3YbVOFMgW5u,ANTI (Deluxe),2016-01-28,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,219320,4,"['barbadian pop', 'pop', 'urban contemporary']"
Lifehouse,First Time,2007,1ISFv3wJNEj1DxP64UWEMO,Who We Are,2007,0.442,0.952,3,-2.214,1,0.0541,2.41e-05,0.0,0.205,0.505,130.682,203640,4,"['neo mellow', 'pop rock', 'post-grunge']"
50 Cent Featuring Justin Timberlake & Timbaland,Ayo Technology,2007,5VfBwkAoSsQwtZjPU0Gr7h,Curtis,2007-01-01,0.63,0.782,8,-5.44,0,0.132,0.0828,0.0,0.034,0.418,140.144,247947,4,[]
Bow Wow Featuring T-Pain & Johnta Austin,Outta My System,2007,7eJUwUbX2BGnNkLBoOvIlr,Hood Hottest Princess (Deluxe),2023-12-01,0.823,0.728,1,-4.336,1,0.15,0.194,0.0,0.318,0.455,85.051,140401,4,"['dance pop', 'dirty south rap', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
Taylor Swift,Teardrops On My Guitar,2007,7mzrIsaAjnXihW3InKjlC3,Taylor Swift,2006-10-24,0.621,0.417,10,-6.941,1,0.0231,0.288,0.0,0.119,0.289,99.953,203040,4,['pop']
Rihanna,Shut Up And Drive,2007,4OXnPSBtZo8PBFiTOfuumP,Good Girl Gone Bad,2007-01-01,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,212280,4,"['barbadian pop', 'pop', 'urban contemporary']"
Red Hot Chili Peppers,Snow ((Hey Oh)),2007,7xl50xr9NDkd3i2kBbzsNZ,Stadium Arcadium,2006-05-09,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667,4,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']"
Ludacris Featuring Pharrell,Money Maker,2007,77u9Ndnhi4raBZfnl22Jzg,Release Therapy,2006-01-01,0.551,0.598,1,-6.79,1,0.27,0.15,0.0,0.299,0.612,78.756,230613,4,"['dance pop', 'pop']"
Chris Brown Featuring T-Pain,Kiss Kiss,2007,6p5pW2WwgVECsOhrXPAyhI,Exclusive (Expanded Edition),2007-11-06,0.729,0.658,10,-3.386,0,0.225,0.0506,0.0,0.0693,0.551,140.043,250667,3,"['r&b', 'rap']"
Nickelback,Far Away,2007,3eZd2XbhLyPcgbgcsLTZh3,All the Right Reasons,2005-09-26,0.518,0.797,6,-5.153,1,0.0309,0.000681,0.0,0.107,0.293,132.918,238173,4,"['alternative metal', 'canadian rock', 'post-grunge']"
Crime Mob Featuring Lil Scrappy,Rock Yo Hips,2007,09stXr7AeoB1PsE3RpMpyU,Crime Mob,2004-07-13,0.865,0.844,8,-4.946,1,0.311,0.0582,0.0,0.373,0.755,150.09,205120,4,"['atl hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop']"
Justin Timberlake,LoveStoned,2007,2scB1uhcCI1TSf6b9TCZK3,FutureSex/LoveSounds,2006-09-12,0.859,0.681,1,-6.247,1,0.0549,0.34,0.000161,0.213,0.852,121.243,444333,4,"['dance pop', 'pop']"
Hinder,Better Than Me,2007,2SmDuZSWtjukp9gkG2mcBQ,Extreme Behavior,2005-01-01,0.449,0.682,2,-5.295,0,0.029,0.205,0.0,0.175,0.254,139.924,223533,4,"['alternative metal', 'nu metal', 'post-grunge']"
Finger Eleven,Paralyzer,2007,2pCfqddO9tLKRz3wzSNGsZ,Them Vs. You Vs. Me (Deluxe Edition),2007-01-01,0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031,208107,4,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge']"
Snoop Dogg Featuring R. Kelly,That's That,2007,6RU7Qo0oVDHePofiPH9GXZ,Sexual Eruption,2008-01-01,0.866,0.619,9,-4.774,0,0.19,0.0202,0.0,0.0371,0.733,82.05,257813,4,[]
R. Kelly Duet With Usher,Same Girl,2007,0rmGuTvPv9dbFzTmje1Jgb,Split Personality,2004-03-15,0.68,0.659,0,-6.855,1,0.211,0.118,0.0,0.107,0.411,91.259,247040,4,"['contemporary r&b', 'new jack swing']"
